!-----------------------------------
!  Radioastron Input Catalog v029  !
!-----------------------------------
!
! If you would like to change something in this catalog
! please contact Kirill Sokolovsky <kirx@kirx.net>
!
! ----****#### WSRT calibrators ####****----
   source='0134+329', 'J0137+3309', '3C48'  RA=01:37:41.299440  DEC=+33:09:35.13299  equinox='J2000'  rem='WSRT calibrator, rfc_2013d Petrov, 2013, unpublished 140 observations' /
   source='0538+498', 'J0542+4951', '3C147' RA=05:42:36.137900  DEC=+49:51:07.23375  equinox='J2000'  rem='WSRT calibrator, rfc_2013d Petrov, 2013, unpublished 1742 observations' /
   source='1328+307', 'J1331+3030', '3C286' RA=13:31:08.288070  DEC=+30:30:32.95924  equinox='J2000'  rem='WSRT calibrator, not for 92cm, rfc_2013d Petrov, 2013, unpublished 542 observations' /
   source='1409+524', 'J1411+5212', '3C295' RA=14:11:20.407581  DEC=+52:12:11.29094  equinox='J2000'  rem='WSRT calibrator, 92cm only, rfc_2013d Petrov, 2013, unpublished 6 observations' /
! ----****#### Pulsars (the AO2 pulsar list) ####****----
!   source='J0218+4232'             RA=02:18:06.351000 DEC=+42:32:17.43000 equinox='J2000' rem='PSR GP DM=61.252' /
   source='B0329+54', 'J0332+5434' RA=03:32:59.368000 DEC=+54:34:43.57000 equinox='J2000' rem='PSR High dispersed DM=26.833, RA-AO2-01' /
!   source='B0355+54', 'J0358+5413' RA=03:58:53.716500 DEC=+54:13:13.72700 equinox='J2000' rem='PSR High dispersed DM= 57.1420' /
   source='J0437-4715'             RA=04:37:15.883250 DEC=-47:15:09.03186 equinox='J2000' rem='PSR Low dispersed DM=2.64476, RA-AO2-06' /
   source='B0525+21', 'J0528+2200' RA=05:28:52.264000 DEC=+22:00:04.00000 equinox='J2000' rem='PSR High dispersed DM=50.937, RA-AO2-06' /
   source='CRAB', 'J0534+2200','B0531+21' RA=05:34:31.973000 DEC=+22:00:52.06000 equinox='J2000' rem='PSR GP DM=56.791, RA-AO2-05' /
!   source='J0537-6910'             RA=05:37:47.416000 DEC=-69:10:19.88000 equinox='J2000' rem='PSR GP DM=146' /
!   source='B0540-69', 'J0540-6919' RA=05:40:11.202000 DEC=-69:19:54.17000 equinox='J2000' rem='PSR GP DM=146.5 Crab-like pulsar in BMC' /
   source='B0809+74', 'J0814+7429' RA=08:14:59.500000 DEC=+74:29:05.70000 equinox='J2000' rem='PSR Low dispersed DM=5.75, RA-AO2-06' /
   source='B0823+26', 'J0826+2637' RA=08:26:51.383300 DEC=+26:37:23.79000 equinox='J2000' rem='PSR Low dispersed DM=19.454, RA-AO2-06' /
   source='B0834+06', 'J0837+0610' RA=08:37:05.642000 DEC=+06:10:14.56000 equinox='J2000' rem='PSR Low dispersed DM=12.889, RA-AO2-06' /
   source='VELA', 'J0835-4510', 'B0833-45' RA=08:35:20.680000 DEC=-45:10:35.70000 equinox='J2000' rem='PSR High dispersed DM=67.99, RA-AO2-01' /
   source='B0919+06', 'J0922+0638' RA=09:22:14.022    DEC=+06:38:23.30    equinox='J2000' rem='PSR DM=27.271, position from 2004MNRAS.353.1311H, RA-AO2-06' /
   source='B0950+08', 'J0953+0755' RA=09:53:09.309700 DEC=+07:55:35.75000 equinox='J2000' rem='PSR Low dispersed DM=2.958, RA-AO2-06' /
!   source='J1012-5830'             RA=10:12:54.900000 DEC=-58:30:25.60000 equinox='J2000' rem='PSR GP DM=294' /
   source='B1133+16', 'J1136+1551' RA=11:36:03.247700 DEC=+15:51:04.48000 equinox='J2000' rem='PSR Low dispersed DM=4.864, RA-AO2-06' /
   source='B1237+25', 'J1239+2453' RA=12:39:40.461400 DEC=+24:53:49.29000 equinox='J2000' rem='PSR Low dispersed DM=9.242, RA-AO2-06' /
!   source='B1508+55', 'J1509+5531' RA=15:09:25.629800 DEC=+55:31:32.39400 equinox='J2000' rem='PSR High dispersed DM=19.613' /
   source='B1641-45', 'J1644-4559' RA=16:44:49.281000 DEC=-45:59:09.50000 equinox='J2000' rem='PSR High dispersed DM=478.8, RA-AO2-01' /
   source='B1642-03', 'J1645-0317' RA=16:45:02.041400 DEC=-03:17:58.32000 equinox='J2000' rem='PSR High dispersed DM=35.727, RA-AO2-01, RA-AO2-06' /
!   source='J1701-3006'             RA=17:01:12.822200 DEC=-30:06:51.82000 equinox='J2000' rem='PSR GP DM=113.291' /
   source='B1749-28', 'J1752-2806' RA=17:52:58.689600 DEC=-28:06:37.30000 equinox='J2000' rem='PSR High dispersed DM=50.372, RA-AO2-01' /
   source='B1818-04', 'J1820-0427' RA=18:20:52.600000 DEC=-04:27:38.10000 equinox='J2000' rem='PSR High dispersed DM= 84.435, RA-AO2-01' /
!   source='B1820-30A', 'J1823-3021' RA=18:23:40.487010 DEC=-30:21:40.12700 equinox='J2000' rem='PSR GP DM=86.8797' /
!   source='B1821-24A', 'J1824-2452' RA=18:24:32.007960 DEC=-24:52:10.82400 equinox='J2000' rem='PSR GP DM=120.502' /
!   source='J1843-1113'             RA=18:43:41.262250 DEC=-11:13:31.05200 equinox='J2000' rem='PSR GP DM=59.96' /
   source='B1859+03'               RA=19:01:31.781    DEC=+03:31:05.92    equinox='J2000' rem='PSR DM=402.080, position from 2004MNRAS.353.1311H, RA-AO2-01' /
   source='B1919+21', 'J1921+2153' RA=19:21:44.815000 DEC=+21:53:02.25000 equinox='J2000' rem='PSR Low dispersed DM=12.455, RA-AO2-06' /
   source='B1929+10', 'J1932+1059' RA=19:32:13.949700 DEC=+10:59:32.42000 equinox='J2000' rem='PSR Low dispersed DM=3.180, RA-AO2-06' /
   source='B1933+16', 'J1932+1059' RA=19:35:47.825900 DEC=+16:16:39.98600 equinox='J2000' rem='PSR High dispersed DM=158.521, RA-AO2-01' /
!   source='B1937+21', 'J1939+2134' RA=19:39:38.550000 DEC=+21:34:59.10000 equinox='J2000' rem='PSR GP,High dispersed DM=71.0398' /
   source='B1946+35', 'J1948+3540' RA=19:48:25.006700 DEC=+35:40:11.05700 equinox='J2000' rem='PSR DM=129.075, RA-AO2-01' /
!   source='B1957+20', 'J1959+2048' RA=19:59:36.769880 DEC=+20:48:15.12220 equinox='J2000' rem='PSR GP, High dispersed DM=29.1168' /
   source='B2016+28', 'J2018+2839' RA=20:18:03.833300 DEC=+28:39:54.21200 equinox='J2000' rem='PSR Low dispersed DM=14.172, RA-AO2-06' /
!   source='J2022+3842'             RA=20:22:21.689000 DEC=+38:42:14.82000 equinox='J2000' rem='PSR GP, High dispersed DM=429.1' /
!   source='B2020+28', 'J2022+2854' RA=20:22:37.067100 DEC=+28:54:23.10400 equinox='J2000' rem='PSR Low/high dispersed DM=24.640' /
!   source='B2021+51', 'J2022+5154' RA=20:22:49.873000 DEC=+51:54:50.23300 equinox='J2000' rem='PSR High dispersed DM=22.648' /
!   source='B2111+46', 'J2113+4644' RA=21:13:24.307000 DEC=+46:44:08.70000 equinox='J2000' rem='PSR High dispersed DM=141.26' /
!   source='B2217+47', 'J2219+4754' RA=22:19:48.139000 DEC=+47:54:53.93000 equinox='J2000' rem='PSR High dispersed DM=43.519' /
! ----****#### Masers ####****----
!   source='S_PERSEI_OH'   RA=02:22:51.7106  DEC=58:35:11.444   equinox='J2000' rem='OH  maser; positions for H2O maser from  2010ApJ721...267Asaki' /
!   source='S_PERSEI_H2O'  RA=02:22:51.7106  DEC=58:35:11.444   equinox='J2000' rem='H2O maser; positions from  2010ApJ721...267Asaki' /
   source='0516-621', 'J0516-6207' RA=05:16:44.926175 DEC=-62:07:05.38922 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 455 observations, RA-AO2-12' /
   source='0521-365', 'J0522-3627' RA=05:22:57.984646 DEC=-36:27:30.85115 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 967 observations, RA-AO2-12' /
   source='0528+134', 'J0530+1331' RA=05:30:56.416749 DEC=+13:31:55.14945 equinox='J2000' rem='AGN, MASIV, rfc_2013d Petrov, 2013, unpublished 139206 observations, RA-AO2-12' /
   source='0529+483', 'J0533+4822' RA=05:33:15.865793 DEC=+48:22:52.80771 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 19801 observations, RA-AO2-12' /
   source='0537-441', 'J0538-4405' RA=05:38:50.361557 DEC=-44:05:08.93893 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 36927 observations, RA-AO2-12' /
   source='0536+145', 'J0539+1433' RA=05:39:42.365993 DEC=+14:33:45.56168 equinox='J2000' rem='AGN, MASIV, rfc_2013d Petrov, 2013, unpublished 3608 observations, RA-AO2-12' /
   source='0552+398', 'J0555+3948' RA=05:55:30.805616 DEC=+39:48:49.16494 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 392026 observations, RA-AO2-12' /
   source='0602+405', 'J0605+4030' RA=06:05:50.855373 DEC=+40:30:08.10354 equinox='J2000' rem='AGN, MASIV, rfc_2013d Petrov, 2013, unpublished 326 observations, RA-AO2-12' /
   source='0605-085', 'J0607-0834' RA=06:07:59.699233 DEC=-08:34:49.97823 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 1357 observations, RA-AO2-12' /
   source='0607-157', 'J0609-1542' RA=06:09:40.949536 DEC=-15:42:40.67271 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 40739 observations, RA-AO2-12' /
   source='0604+728', 'J0610+7248' RA=06:10:48.873417 DEC=+72:48:53.18435 equinox='J2000' rem='AGN, HIGHz, rfc_2013d Petrov, 2013, unpublished 168 observations, RA-AO2-03, RA-AO2-12' /
   source='0637-752', 'J0635-7516' RA=06:35:46.507907 DEC=-75:16:16.81532 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 6254 observations, RA-AO2-12' /
   source='0633+734', 'J0639+7324' RA=06:39:21.961221 DEC=+73:24:58.04034 equinox='J2000' rem='AGN, MASIV, rfc_2013d Petrov, 2013, unpublished 126 observations, RA-AO2-12' /
   source='0642+449', 'J0646+4451' RA=06:46:32.026000 DEC=+44:51:16.59010 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 129725 observations, RA-AO2-03, RA-AO2-12' /
   source='0646-306', 'J0648-3044' RA=06:48:14.096458 DEC=-30:44:19.65976 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 899 observations, RA-AO2-12' /
   source='0648-165', 'J0650-1637' RA=06:50:24.581861 DEC=-16:37:39.72548 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 10699 observations, RA-AO2-12' /
   source='0657+172', 'J0700+1709' RA=07:00:01.525541 DEC=+17:09:21.70122 equinox='J2000' rem='AGN, MASIV, rfc_2013d Petrov, 2013, unpublished 14255 observations, RA-AO2-12' /
   source='0716+714', 'J0721+7120' RA=07:21:53.448474 DEC=+71:20:36.36340 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 42370 observations, RA-AO2-10, RA-AO2-12' /
   source='0722+145', 'J0725+1425' RA=07:25:16.807764 DEC=+14:25:13.74657 equinox='J2000' rem='AGN, MASIV, rfc_2013d Petrov, 2013, unpublished 2417 observations, RA-AO2-12' /
   source='0727-115', 'J0730-1141' RA=07:30:19.112473 DEC=-11:41:12.60063 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 155894 observations, RA-AO2-12' /
   source='0736+017', 'J0739+0137' RA=07:39:18.033897 DEC=+01:37:04.61773 equinox='J2000' rem='AGN, MASIV, rfc_2013d Petrov, 2013, unpublished 2716 observations, RA-AO2-12' /
   source='0738+313', 'J0741+3112' RA=07:41:10.703310 DEC=+31:12:00.22895 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 2756 observations, RA-AO2-12' /
   source='0743-006', 'J0745-0044' RA=07:45:54.082322 DEC=-00:44:17.54000 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 1678 observations, RA-AO2-12' /
   source='0748+126', 'J0750+1231' RA=07:50:52.045731 DEC=+12:31:04.82815 equinox='J2000' rem='AGN, MASIV, rfc_2013d Petrov, 2013, unpublished 26051 observations, RA-AO2-12' /
   source='0749+540', 'J0753+5352' RA=07:53:01.384573 DEC=+53:52:59.63704 equinox='J2000' rem='AGN, MASIV, rfc_2013d Petrov, 2013, unpublished 77635 observations, RA-AO2-12' /
   source='0754+100', 'J0757+0956' RA=07:57:06.642950 DEC=+09:56:34.85224 equinox='J2000' rem='AGN, MASIV, rfc_2013d Petrov, 2013, unpublished 2217 observations, RA-AO2-12' /
   source='0804+499', 'J0808+4950' RA=08:08:39.666289 DEC=+49:50:36.53037 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 95391 observations, RA-AO2-12' /
   source='0805-077', 'J0808-0751' RA=08:08:15.536034 DEC=-07:51:09.88656 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 730 observations, RA-AO2-12' /
   source='0808+019', 'J0811+0146' RA=08:11:26.707316 DEC=+01:46:52.22014 equinox='J2000' rem='AGN, MASIV, rfc_2013d Petrov, 2013, unpublished 11691 observations, RA-AO2-12' /
   source='0814+425', 'J0818+4222' RA=08:18:15.999600 DEC=+42:22:45.41481 equinox='J2000' rem='AGN, MASIV, rfc_2013d Petrov, 2013, unpublished 3620 observations, RA-AO2-12' /
   source='0821+394', 'J0824+3916' RA=08:24:55.483856 DEC=+39:16:41.90401 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 1462 observations, RA-AO2-12' /
   source='0823+033', 'J0825+0309' RA=08:25:50.338355 DEC=+03:09:24.51995 equinox='J2000' rem='AGN, MASIV, rfc_2013d Petrov, 2013, unpublished 57025 observations, RA-AO2-12' /
   source='0827+243', 'J0830+2410' RA=08:30:52.086193 DEC=+24:10:59.82026 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 3847 observations, RA-AO2-12' /
   source='0834-201', 'J0836-2016' RA=08:36:39.215241 DEC=-20:16:59.50414 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 1853 observations, RA-AO2-12' /
   source='0836+710', 'J0841+7053' RA=08:41:24.365284 DEC=+70:53:42.17302 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 4321 observations, RA-AO2-12' /
   source='0851+202', 'J0854+2006', 'OJ287' RA=08:54:48.874930 DEC=+20:06:30.64078 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 213710 observations, RA-AO2-12' /
   source='0906+015', 'J0909+0121' RA=09:09:10.091598 DEC=+01:21:35.61771 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 560 observations, RA-AO2-12' /
   source='0906+430', 'J0909+4253' RA=09:09:33.497149 DEC=+42:53:46.48205 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 90 observations, RA-AO2-12' /
   source='0917+449', 'J0920+4441' RA=09:20:58.458485 DEC=+44:41:53.98501 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 2520 observations, RA-AO2-12' /
   source='0917+624', 'J0921+6215' RA=09:21:36.231074 DEC=+62:15:52.18031 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 7902 observations, RA-AO2-12' /
   source='0919-260', 'J0921-2618' RA=09:21:29.353855 DEC=-26:18:43.38632 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 12110 observations, RA-AO2-12' /
   source='0923+392', 'J0927+3902', '4C39.25' RA=09:27:03.013939 DEC=+39:02:20.85177 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 245863 observations, RA-AO2-12' /
   source='0925+504', 'J0929+5013' RA=09:29:15.440209 DEC=+50:13:35.98961 equinox='J2000' rem='AGN, MASIV, rfc_2013d Petrov, 2013, unpublished 223 observations, RA-AO2-12' /
   source='0945+408', 'J0948+4039' RA=09:48:55.338151 DEC=+40:39:44.58693 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 2097 observations, RA-AO2-12' /
   source='0953+254', 'J0956+2515', 'OK290' RA=09:56:49.875379 DEC=+25:15:16.04978 equinox='J2000' rem='AGN, MASIV, rfc_2013d Petrov, 2013, unpublished 29017 observations, RA-AO2-12' /
   source='0955+476', 'J0958+4725' RA=09:58:19.671645 DEC=+47:25:07.84237 equinox='J2000' rem='AGN, MASIV, rfc_2013d Petrov, 2013, unpublished 171543 observations, RA-AO2-12' /
   source='0954+658', 'J0958+6533' RA=09:58:47.245116 DEC=+65:33:54.81801 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 13350 observations, RA-AO2-12' /
   source='1005+066', 'J1008+0621' RA=10:08:00.816157 DEC=+06:21:21.21593 equinox='J2000' rem='AGN, MASIV, rfc_2013d Petrov, 2013, unpublished 317 observations, RA-AO2-12' /
   source='1015+057', 'J1018+0530' RA=10:18:27.848284 DEC=+05:30:29.96198 equinox='J2000' rem='AGN, BAL QSO, rfc_2013d Petrov, 2013, unpublished 2506 observations, RA-AO2-12' /
   source='1015+359', 'J1018+3542' RA=10:18:10.988103 DEC=+35:42:39.44084 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 3031 observations, RA-AO2-12' /
   source='1023+131', 'J1025+1253' RA=10:25:56.285371 DEC=+12:53:49.02188 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 1414 observations, RA-AO2-12' /
   source='1034-293', 'J1037-2934' RA=10:37:16.079738 DEC=-29:34:02.81349 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 29794 observations, RA-AO2-12' /
   source='1036+054', 'J1038+0512' RA=10:38:46.779881 DEC=+05:12:29.08645 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 315 observations, RA-AO2-12' /
   source='1038+064', 'J1041+0610' RA=10:41:17.162502 DEC=+06:10:16.92354 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 1746 observations, RA-AO2-12' /
   source='1040+244', 'J1043+2408' RA=10:43:09.035778 DEC=+24:08:35.40933 equinox='J2000' rem='AGN, MASIV, rfc_2013d Petrov, 2013, unpublished 7417 observations, RA-AO2-12' /
   source='1044+719', 'J1048+7143' RA=10:48:27.619927 DEC=+71:43:35.93838 equinox='J2000' rem='AGN, MASIV, rfc_2013d Petrov, 2013, unpublished 141793 observations, RA-AO2-12' /
   source='1045-188', 'J1048-1909' RA=10:48:06.620604 DEC=-19:09:35.72683 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 2578 observations, RA-AO2-12' /
   source='1055+018', 'J1058+0133' RA=10:58:29.605207 DEC=+01:33:58.82359 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 8183 observations, RA-AO2-12' /
   source='1057-797', 'J1058-8003' RA=10:58:43.309745 DEC=-80:03:54.15977 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 18025 observations, RA-AO2-12' /
   source='1101+384', 'J1104+3812', 'MRK421' RA=11:04:27.313945 DEC=+38:12:31.79894 equinox='J2000' rem='AGN, MASIV, rfc_2013d Petrov, 2013, unpublished 17168 observations, RA-AO2-12' /
   source='1123+264', 'J1125+2610' RA=11:25:53.711924 DEC=+26:10:19.97856 equinox='J2000' rem='AGN, MASIV, rfc_2013d Petrov, 2013, unpublished 3323 observations, RA-AO2-12' /
   source='1124-186', 'J1127-1857' RA=11:27:04.392449 DEC=-18:57:17.44185 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 41937 observations, RA-AO2-12' /
   source='1128+385', 'J1130+3815' RA=11:30:53.282615 DEC=+38:15:18.54689 equinox='J2000' rem='AGN, MASIV, rfc_2013d Petrov, 2013, unpublished 82839 observations, RA-AO2-12' /
   source='1144+402', 'J1146+3958' RA=11:46:58.297917 DEC=+39:58:34.30433 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 18887 observations, RA-AO2-12' /
   source='1144-379', 'J1147-3812' RA=11:47:01.370702 DEC=-38:12:11.02355 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 21454 observations, RA-AO2-12' /
   source='1149-084', 'J1152-0841' RA=11:52:17.209511 DEC=-08:41:03.31399 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 6645 observations, RA-AO2-12' /
   source='1150+497', 'J1153+4931' RA=11:53:24.466639 DEC=+49:31:08.83012 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 1816 observations, RA-AO2-12' /
   source='1150+812', 'J1153+8058' RA=11:53:12.499225 DEC=+80:58:29.15457 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 7032 observations, RA-AO2-12' /
   source='1156+295', 'J1159+2914' RA=11:59:31.833913 DEC=+29:14:43.82678 equinox='J2000' rem='AGN, MASIV, rfc_2013d Petrov, 2013, unpublished 70591 observations, RA-AO2-12' /
   source='1206-202', 'J1209-2032' RA=12:09:14.610990 DEC=-20:32:38.99053 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 132 observations, RA-AO2-12' /
   source='1213-172', 'J1215-1731' RA=12:15:46.751763 DEC=-17:31:45.40317 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 2101 observations, RA-AO2-12' /
   source='1219+044', 'J1222+0413' RA=12:22:22.549622 DEC=+04:13:15.77600 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 34610 observations, RA-AO2-12' /
   source='1222+216', 'J1224+2122' RA=12:24:54.458394 DEC=+21:22:46.38857 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 406 observations, RA-AO2-12' /
   source='1226+023', 'J1229+0203', '3C273B', '3C273' RA=12:29:06.699731 DEC=+02:03:08.59797 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 32011 observations, RA-AO2-12,  RA-AO2-18' /
   source='1228+126', 'J1230+1223', '3C274', 'M87', 'VIR-A' RA=12:30:49.423382 DEC=+12:23:28.04365 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 55201 observations, RA-AO2-12' /
   source='1239+376', 'J1242+3720' RA=12:42:09.812390 DEC=+37:20:05.69271 equinox='J2000' rem='AGN, HIGHz, rfc_2013d Petrov, 2013, unpublished 387 observations, RA-AO2-03, RA-AO2-12' /
   source='1244-255', 'J1246-2547' RA=12:46:46.802036 DEC=-25:47:49.28903 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 3435 observations, RA-AO2-12' /
   source='1253-055', 'J1256-0547', '3C279' RA=12:56:11.166557 DEC=-05:47:21.52489 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 7924 observations, RA-AO2-12,  RA-AO2-18' /
   source='1256-220', 'J1258-2219' RA=12:58:54.478780 DEC=-22:19:31.12561 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 413 observations, RA-AO2-12' /
   source='1257-326', 'J1300-3253' RA=13:00:42.426016 DEC=-32:53:12.11382 equinox='J2000' rem='AGN, IDV, rfc_2013d Petrov, 2013, unpublished 204 observations, RA-AO2-12' /
   source='1308+326', 'J1310+3220' RA=13:10:28.663852 DEC=+32:20:43.78277 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 118974 observations, RA-AO2-12' /
   source='1313-333', 'J1316-3338' RA=13:16:07.985937 DEC=-33:38:59.17269 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 5759 observations, RA-AO2-12' /
   source='1319-093', 'J1322-0937' RA=13:22:36.912643 DEC=-09:37:37.79977 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 64 observations, RA-AO2-12' /
   source='1322-427', 'J1325-4301', 'CEN-A' RA=13:25:27.615212 DEC=-43:01:08.80473 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 80 observations, RA-AO2-12' /
   source='1323-526', 'J1326-5256' RA=13:26:49.229137 DEC=-52:56:23.63309 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 12 observations, RA-AO2-12' /
   source='1324+574', 'J1326+5712' RA=13:26:50.572337 DEC=+57:12:06.74540 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 319 observations, RA-AO2-12' /
   source='1324+224', 'J1327+2210' RA=13:27:00.861311 DEC=+22:10:50.16276 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 36026 observations, RA-AO2-12' /
   source='1327+321', 'J1329+3154' RA=13:29:52.864906 DEC=+31:54:11.05448 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 617 observations, RA-AO2-12' /
   source='1334-127', 'J1337-1257' RA=13:37:39.782777 DEC=-12:57:24.69345 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 93307 observations, RA-AO2-12' /
   source='1351-018', 'J1354-0206' RA=13:54:06.895322 DEC=-02:06:03.19066 equinox='J2000' rem='AGN, HIGHz, rfc_2013d Petrov, 2013, unpublished 22569 observations, RA-AO2-03, RA-AO2-12' /
   source='1357+769', 'J1357+7643' RA=13:57:55.371538 DEC=+76:43:21.05098 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 226762 observations, RA-AO2-12' /
   source='1354-152', 'J1357-1527' RA=13:57:11.244977 DEC=-15:27:28.78695 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 3423 observations, RA-AO2-12' /
   source='1402+044', 'J1405+0415' RA=14:05:01.119814 DEC=+04:15:35.81874 equinox='J2000' rem='AGN, BAL QSO, rfc_2013d Petrov, 2013, unpublished 1370 observations, RA-AO2-12' /
   source='1403+411', 'J1405+4056' RA=14:05:07.795440 DEC=+40:56:57.83098 equinox='J2000' rem='AGN, BAL QSO, rfc_2013d Petrov, 2013, unpublished 90 observations, RA-AO2-12' /
   source='1406-076', 'J1408-0752' RA=14:08:56.481199 DEC=-07:52:26.66668 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 2135 observations, RA-AO2-12' /
   source='1413+135', 'J1415+1320' RA=14:15:58.817509 DEC=+13:20:23.71274 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 1895 observations, RA-AO2-12' /
   source='1424-418', 'J1427-4206' RA=14:27:56.297562 DEC=-42:06:19.43770 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 18327 observations, RA-AO2-12' /
   source='1442+101', 'J1445+0958', 'OQ172' RA=14:45:16.465253 DEC=+09:58:36.07265 equinox='J2000' rem='AGN, HIGHz, rfc_2013d Petrov, 2013, unpublished 1336 observations, RA-AO2-03, RA-AO2-12' /
   source='1502+106', 'J1504+1029' RA=15:04:24.979783 DEC=+10:29:39.19840 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 15421 observations, RA-AO2-12' /
   source='1502+036', 'J1505+0326' RA=15:05:06.477156 DEC=+03:26:30.81249 equinox='J2000' rem='AGN, MASIV, rfc_2013d Petrov, 2013, unpublished 5451 observations, RA-AO2-12' /
   source='1504-166', 'J1507-1652' RA=15:07:04.786961 DEC=-16:52:30.26713 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 1595 observations, RA-AO2-12' /
   source='1508+572', 'J1510+5702' RA=15:10:02.922371 DEC=+57:02:43.37583 equinox='J2000' rem='AGN, HIGHz, rfc_2013d Petrov, 2013, unpublished 2400 observations, RA-AO2-12' /
   source='1510-089', 'J1512-0905' RA=15:12:50.532926 DEC=-09:05:59.82980 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 6315 observations, RA-AO2-12' /
